category	key	tree_id	tree_name_en	tree_name_ko	english	korean	desc_en	desc_ko
node	Skills.Skill_ga2st_12_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Friends of the Tempest"	"폭풍우의 친구"	"If you have from 1 to 15 '{'Storm Stacks'}', your minions' lightning skill hits have a chance to grant you a '{'Storm Stack'}'."	"1 부터 15 까지 스택의 '{'폭풍 스택'}'을 가지고 있으면 미니언의 번개 스킬을 타격 시 '{'폭풍 스택'}'을 획득하는 확률이 있습니다."
node	Skills.Skill_ga2st_13_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Thunderous Strikes"	"천둥 맹공"	"Gathering Storm penetrates enemy lightning resistance."	"'{'폭풍 집합'}'이 적군의 번개 저항을 관통할 겁니다."
node	Skills.Skill_ga2st_14_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Excited Bolts"	"신난 활살"	"'{'Storm Bolts'}' now consume a portion of your current mana to deal more damage (multiplicative with other modifiers) per 10 current mana, up to a maximum."	"폭풍 화살가 이제 일부의 현재 마나를 소모하여 현재 마나 10 당 피해가 증폭됩니다(기타 수정치와 곱함을 적용)."
node	Skills.Skill_ga2st_15_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Two Eyed Storm"	"두 눈의 폭풍"	"Whenever you expend a '{'Storm Stack'}' while dual wielding you now cast '{'Storm Bolts'}' at two enemies instead of one."	"'{'폭풍 스택'}'을 소모할 때 양손으로 무기를 가지고 있는 경우 1명이 아니라 2명의 적군에게 '{'폭풍화살'}'을 발사할 수 있습니다."
node	Skills.Skill_ga2st_16_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Windfury Blows"	"바람격노 불기"	"Gathering Storm has increased attack speed."	"폭풍 집합의 공격 속도를 높입니다."
node	Skills.Skill_ga2st_17_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Manafused Storm"	"마나융합된 폭풍"	"Whenever you directly use Gathering Storm you gain mana per active '{'Storm Stack'}' up to a maximum."	"'{'폭풍 집합'}'을 직접 시전 시 각 '{'폭풍 스택'}'은 상한까지 마나를 획득합니다."
node	Skills.Skill_ga2st_18_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"The Typhoon"	"태풍"	"You have increased global stun chance and additional freeze rate multiplier per active '{'Storm Stack'}' up to a maximum."	"각 '{'폭풍 스택'}'은 전역 기절 확률과 부가 결빙 비율 가산을 최대까지 향상시킵니다. "
node	Skills.Skill_ga2st_19_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Energized by the Skies"	"하늘에 생기 충전"	"Gathering Storm's hits have a chance to consume mana to grant you additional '{'Storm Stacks'}'."	"폭풍 집합이 타격 시 마나를 소모하여 부가 '{'폭풍 스택'}'을 획득할 수 있습니다."
node	Skills.Skill_ga2st_20_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Island Cleaver"	"아이랜드 클리버"	"Gathering Storm's melee attack deals damage in a larger area and you have a chance to gain an additional '{'Storm Stack'}' if you hit at least 3 enemies with the same melee attack."	"폭풍 집합의 근접 공격은 광범위에 피해를 입히며 한번에 근접 공격은 동시에 최소 3명의 적군을 타격 시 부가 '{'폭풍 스택'}'을 획득할 수 있습니다."
node	Skills.Skill_ga2st_21_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Wings of Lightning"	"번개의 날개"	"Whenever you use Gathering Storm's and hit at least one enemy you gain a stack of '{'Wings of Lightning'}'.  Each time one of your '{'Storm Crows'}' attack they consume a stack of Wings of Lightning causing their basic attack to chain 2 additional times."	"폭풍 집합을 사용해 최소 1명의 적군을 타격 시 '{'번개의 날개'}'한 스택을 획득합니다.  '{'폭풍 까마귀'}'는 공격할 때마다 번개의 날개를 한 스택을 소모하여 그들의 기초 공격을 2회 더 연쇄적으로 만듭니다."
node	Skills.Skill_ga2st_22_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Jolting Strikes"	"충격 타격"	"'{'Storm Bolts''}' hits have chance to shock enemies.  Gathering Storm deals more melee damage (multiplicative with other modifiers) to shocked enemies."	"폭풍 집합을 사용해 최소 1명의 적군을 타격 시 '{'번개의 날개'}'한 스택을 획득합니다.  '{'폭풍 까마귀'}'는 공격할 때마다 번개의 날개를 한 스택을 소모하여 그들의 기초 공격을 2회 더 연쇄적으로 만듭니다."
node	Skills.Skill_ga2st_23_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Tempest Weapon"	"폭풍 무기"	"Gathering Storm deals additional spell damage per 3 melee damage on your equipped axe or mace.  The added spell damage granted by this effect is significantly reduced when applied to a Storm Totem through its '{'Unmatched Storms'}'."	"집중된 폭풍이 장착한 도끼나 메이스의 근접 피해 3 당 추가 주문 피해를 줍니다.   해당 효과는 '{'무적 폭풍'}'을 통해 폭풍 토템에 적용될 때 부여된 추가 주문 피해를 크게 감소시킵니다."
node	Skills.Skill_ga2st_24_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Earth Smasher"	"지구 분쇄자"	"Gathering Storm's and '{'Storm Bolt's'}' base lightning damage is converted to physical. Consequently this damage scales with increases to physical damage, but not increases to lightning damage.  Shock chance on hit from all sources is converted to armor shred chance for Gathering Storm.  Swaps Gathering Storm's '{'Lightning'}' tag for a '{'Physical'}' tag."	"폭풍 집합과 '{'폭풍 화살'}'의 기본 번개 피해는 물리로 전환합니다.따라서 피해는 번개 피해가 아니라 물리 피해 가산의 영향을 받습니다.  폭풍 집합의 모든 내원의 감전 확률은 방어력 분쇄 확률로 전환합니다.  폭풍 집합의 '{'번개'}' 태그가 '{'물리'}' 태그로 전환합니다."
node	Skills.Skill_ga2st_25_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Seismic Crash"	"지진 충돌"	"Gathering Storm deals additional melee damage per Strength while wielding a 2 handed weapon."	"양손 무기를 가질 때, 각 힘 당 폭풍 집합이 추가 근접 피해를 입힐 수 있습니다."
node	Skills.Skill_ga2st_26_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Frostbringer"	"프로스트브링거"	"Gathering Storm's and '{'Storm Bolt's'}' base lightning damage is converted to cold. Consequently this damage scales with increases to cold damage, but not increases to lightning damage.  Shock chance on hit from all sources is converted to frostbite chance for Gathering Storm.  Swaps Gathering Storm's '{'Lightning'}' tag for a '{'Cold'}' tag."	"폭풍 집합과 '{'폭풍 화살'}'의 기본 번개 피해는 냉기로 전환합니다.따라서 피해는 번개 피해가 아니라 냉기 피해 가산의 영향을 받습니다.  폭풍 집합의 모든 내원의 감전 확률은 결빙 확률로 전환합니다.   폭풍 집합의 '{'번개'}' 태그가 '{'냉기'}' 태그로 전환합니다."
node	Skills.Skill_ga2st_27_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Of Ice and Snow"	"얼음과 눈의"	"Gathering Storm's hits have a chance to chill enemies and a higher chance to freeze enemies."	"폭풍 집합의 타격은 적군에게 둔화를 일으키는 확률이  있고 높은 확률로 적군을 결빙시킬 수 있습니다."
node	Skills.Skill_ga2st_28_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Winter Comes"	"엄동 강림"	"Gathering Storm has a higher chance to freeze enemies per 2 Attunement and it also has additional cold penetration for frostbite per 2 Attunement."	"2점 조율력마다 폭풍 집합이 더 높은 확률로 적군을 결빙시킬 수 있으며 2점 조율력마다 동상 피해가 부가 냉기 저항 관통이 있습니다."
node	Skills.Skill_ga2st_30_Name	ga2st	"Gathering Storm"	"폭풍 집합"	"Rending Vortex"	"열파 회오리"	"Gathering Storm has improved base critical strike chance per stack of '{'Maelstrom'}' on you from any source."	"몸에 있는 각'{'소용돌이'}' 스택 마다 폭풍 집합이 부가 기초 타격 확률을 획득합니다."
node	Skills.Skill_hh7pa3_0_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Healing Hands"	"치유의 손"	""	""
node	Skills.Skill_hh7pa3_1_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Searing Light"	"불태우는 빛"	"Healing Hands now hits enemies within its area of effect, dealing spell fire damage. Added spell damage applies to it at 200% effectiveness."	"치유의 손은 이제 스킬 범위 내의 적군을 타격 시 주문 화염 피해를 입힐 것입니다.부가 주문 피해 효과는 200%입니다."
node	Skills.Skill_hh7pa3_2_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Bane of Evil"	"악의 근원"	"Healing hands deals additional spell damage based on your Increased Healing Effectiveness and on Increased Healing Effectiveness from this tree."	"자신과 해당 스킬 트리의 치료 효율을 높이기를 기반으로 치유의 손의 주문 피해를 증가시킵니다."
node	Skills.Skill_hh7pa3_3_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Halted Scourge"	"제지된 재앙"	"Healing Hands '{'Immobilizes'}' void enemies for 1 second on hit and deals more damage to them (multiplicative with other modifiers).  Healing Hands grants allies 10% less void damage taken (multiplicative with other modifiers) for 10 seconds when cast on them. This buff does not stack."	"치유의 손이 허공의 적군에게 입는 피해(다른 수정치와 곱함)를 증가하여 치유의 손이 허공의 적군을 타격 시1초 '{'금고됨'}'을 시전합니다.  아군에게 치유의 손을 시전 시 그들이 입는 허공 피해는 총 10% 감소하며(다른 수정치와 곱함) 10초간 지속되어 해당 버프는 스택 불가입니다."
node	Skills.Skill_hh7pa3_4_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Turn Undead"	"턴 언데드"	"Healing Hands fears Undead Enemies for 2 to 3 seconds on hit and deals more damage to them (multiplicative with other modifiers).  Healing Hands grants allies 10% less necrotic damage taken (multiplicative with other modifiers) for 10 seconds when cast on them. This buff does not stack."	"치유의 손이 망령 적군에게 입는 피해(다른 수정치와 곱함)를 증가하여 치유의 손이 망령 적군 타격 시 2~3초의 두려움을 시전합니다.  아군에게 치유의 손을 시전 시 그들이 입는 허공 피해는 총 10% 감소하며(다른 수정치와 곱함) 10초간 지속되어 해당 버프는 스택 불가입니다."
node	Skills.Skill_hh7pa3_5_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Cleric's Wrath"	"성직자의 분노"	"Healing hands deals more damage (multiplicative with other modifiers) based on the combined levels of your specialised Buff skills."	"모든 전문화된 버프 스킬 레벨의 합을 기반으로 치유의 손의 피해를 총 증가합니다(다른 수정치와 곱함)."
node	Skills.Skill_hh7pa3_6_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Consecrated Storm"	"봉헌의 폭풍"	"Healing hands has a chance to '{'Electrify'}' on hit."	"치유의 손이 타격 시 '{'감전'}'을 시전하는 확률이 있습니다. "
node	Skills.Skill_hh7pa3_7_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Holy Winds"	"성스러운 바람"	"Healing Hands deals more lightning damage over time (multiplicative with other modifiers) and when you hit an electrified enemy with Healing Hands it spreads all stacks of your stacks of electrify from that enemy to a number of other enemies within 5 metres."	"치유의 손의 번개 지속 피해를 증가하여 치유의 손으로 감전된 적군을 타격 시 해당 적군의 몸에서 모든 감전 스택이 5미터 안에 있는 일정 수량의 적군에게 전파됩니다."
node	Skills.Skill_hh7pa3_8_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Seraph Blade"	"세라프의 칼"	"Healing Hands is converted into a melee attack that hits in a wide arc in front of you. It now scales with melee damage instead of spell damage and effects on this tree that granted spell damage now grant melee damage instead.  Healing Hands still heals you, as well as allies within its area of affect."	"치유의 손은 근접 공격 스킬로 전화하며 사용 시 넓은 호형 범위의 적군을 타격할 수 있습니다.치유의 손은 현재 주문 피해가 아니라 근접 피해 가산의 영향을 받고 있습니다.해당 스킬 트리에 의해 부여된 주문 피해는 근접 공격 피해로 전환됩니다.  치유의 손은 여전히 당신과 스킬 범위 내의 아군들을 치료할 것입니다."
node	Skills.Skill_hh7pa3_9_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Prayer of the Fallen"	"타락자의 기도"	"Healing Hands has increased healing effectiveness. This bonus is doubled if there is a dead player within 30 meters."	"'{'치유의 손길'}'은 치료 효과를 높여줍니다.근처 30미터 이내에 사망한 플레이어가 있다면 해당 가성은 두 배로 증가합니다."
node	Skills.Skill_hh7pa3_10_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Blessed Parish"	"축복의 교구"	"Healing Hands has an increased area of effect and a lower mana cost."	"치유의 손이 범위 확대를 획득하여 마나 소모를 줄입니다."
node	Skills.Skill_hh7pa3_11_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Purity of Thought"	"사고의 순수성"	"Healing Hands has a lower mana cost."	"치유의 손의 마나 소모를 줄입니다."
node	Skills.Skill_hh7pa3_12_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Divine Catalyst"	"신성의 보조 촉매"	"You cast '{'Divine Bolt'}' at nearby enemies when you directly cast healing hands and heal yourself or an ally.  Divine Bolt is affected by specific passives from the Paladin tree and if you take this node then Divine Bolt from all sources scales with nodes on this tree."	"당신이나 아군을 치료하기 위해 직접 치유의 손을 시전 시 근처의 적군에게 '{'신성한 화살'}'을 발사니다.  신성한 화살은 특정 성기사의 천부 포인트의 영향을 받으며 만약 관련 천부 포인트를 배치한다면 모든 내원의 신성한 화살은 해당 천부 포인트에 의해 가산될 것입니다."
node	Skills.Skill_hh7pa3_13_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Divine Barrier"	"신성의 장벽"	"Healing Hands also grants ward to allies based on your Attunement.  If the ally has an effect that causes them to gain ward per second based on their missing health, then it will not heal them, but will provide a percentage of its healing as ward."	"'{'치유의 손길'}'은 또한 아군에게 와드를 제공하여 수치가  조화력를 바탕으로 합니다.  아군에게 이미 효과가 있는 경우 손실된 체력을 바탕으로 매초 와드를 획득하여 '{'치유의 손길'}' 더 이상 치료를 제공하지 않고 치료량의 일부를 와드 제공으로 전환합니다."
node	Skills.Skill_hh7pa3_14_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Homeward"	"귀로"	"If Healing Hands would not affect any allied players at the chosen target location, it is cast centered on you instead.  Healing Hands has increased healing effectiveness."	"'{'치유의 손길'}'의 목표 위치에 아군 플레이어가 없으면 자신에게 시전하는 것으로 전환됩니다.  '{'치유의 손길'}' 치료 효과를 향상시킵니다."
node	Skills.Skill_hh7pa3_15_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Synthesis of Light"	"빛의 중합"	"Healing Hands also grants ward to allies based on your Increased Healing Effectiveness and on Increased Healing Effectiveness from this tree."	"'{'치유의 손길'}'은 또한 아군에게 와드를 제공하여 수치가 치료 효과를 향상과 해당 스킬 트리의 치료 효과를 향상을 바탕으로 합니다."
node	Skills.Skill_hh7pa3_16_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Unbroken Prayer"	"불굴하게 기도"	"Healing Hands becomes a channeled ability, casting 4 times per second regardless of cast speed, and draining your mana."	"'{'치유의 손길'}'은 채널링 스킬로 전환하여 매초 4번 시전하며 주문 시전 속도에 가성 받지 않고 계속 마나를 흡수시킵니다."
node	Skills.Skill_hh7pa3_17_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Guardian's Chant"	"수호자의 찬송가"	"Healing Hands also grants ward per second for three seconds after being cast on an ally.  The ward per second is equal to a proportion of the ward granted up front by the other nodes on this tree and by items that cause you to grant ward with Healing Hands.  This effect cannot stack multiple times, casting again on the same ally just refreshes the duration."	"아군에게 시전 후 치유의 손도 매초 와드를 획득하여 3초간 지속됩니다.  매초 획득하는 와드는 해당 스킬 트리의 다른 노드에서 미리 주어진 와드 수치와 아이템은 치유의 손이 와드를 얻는 아이템의 수치와 같습니다.  해당 효과는 여러 스택으로 할 수 없으며 동일한 아군에게 여러 번 시전하면 지속 시간을 새로 고침 빡에 없습니다."
node	Skills.Skill_hh7pa3_18_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Urgent Healing"	"쾌속 치유"	"Healing Hands restores additional health up front."	"치유의 손은 부가 전기 체력을 회복할 수 있습니다."
node	Skills.Skill_hh7pa3_19_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Vow of Restoration"	"맹세를 회복하기"	"Healing Hands restores additional health over time. This lasts for three seconds just like Healing Hands' inherent healing over time effect."	"치유의 손은 부가 체력을 지속적으로 회복합니다.해당 효과는 고유의 지속 치료 효과처럼 3초간 지속됩니다."
node	Skills.Skill_hh7pa3_20_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Cleric's Hammer"	"성직자의 망치"	"When you directly use a melee attack and hit at least one enemy, you have a chance to cast Healing Hands around the target. This consumes mana based on Healing Hands's mana cost.  Healing Hands restores less up front health when cast indirectly."	"근접 공격을 직접 사용하여 최소한 한 명의 적군을 타격 시 대상 주변에 치유의 손을 시전하는 확률이 있습니다.소모하는 마나는 치유하는 손의 기초 마나 소모와 동일합니다.  치유의 손을 간접 시전 시 조금만의 초기 체력을 회복합니다."
node	Skills.Skill_hh7pa3_21_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Hand of Aurelus"	"아우렐루스의 손"	"When you directly cast Smite, you have a chance to cast Healing Hands around the target location. This consumes 70% of its mana cost."	"직접 강타를 시전 시 대상 주변에 치유의 손을 시전 확률이 있습니다.마나의 70%를 소모합니다."
node	Skills.Skill_hh7pa3_22_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Rahyeh's Chariot"	"라예의 전차"	"When you directly use Healing Hands you dash to the target location first. However, Healing Hands now has a cooldown and counts a '{'Traversal'}' skill.  This does not affect indirect casts of Healing Hands."	"직접 치유의 손을 시전 시 먼저 대상 위치로 스퍼트합니다.그런데 치유의 손은 이제 쿨다운이 있고 '{'탐새'}'스킬로 간조합니다.  해당 효과는 간접 시전하는 치유의 손에는 효과가 없습니다."
node	Skills.Skill_hh7pa3_23_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Cloud Voyager"	"클라우드 보이저"	"A portion of Healing Hands' remaining cooldown is recovered if you use it to heal an ally other than yourself. This effect can occur once per direct cast of Healing Hands."	"만약 자기를 치료하기가 아니라 아군을 치료하기를 위해 시전하면 나머지 쿨다운을 회복합니다.치유의 손을 직접 시전할 때마다 해당 효과 1번을 유발합니다."
node	Skills.Skill_hh7pa3_24_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Sacred Gift"	"신성한 선물"	"When you cast Healing Hands, there is a chance it spawns a '{'Health Globe'}' at a random point inside the area of effect. When an ally walks over the globe, it is consumed, healing them for 70 health."	"치유의 손을 시전 시 범위 내의 랜덤 위치에서 '{'체력 구체'}'를 생성하는 확률이 있습니다.아군이 지나가면 소모되어 70 체력을 치료합니다."
node	Skills.Skill_hh7pa3_26_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Sun Shroud"	"태양 수호"	"You are immune to damage while moving with Healing Hands."	"치유의 손 사용하는 이동 기간에 피해를 면역합니다."
node	Skills.Skill_hh7pa3_28_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Virtue of Patience"	"인내심의 미덕"	"Healing Hands takes longer to cast, but deals more damage (multiplicative with other modifiers) and has increased healing effectiveness and a larger area of effect."	"치유의 손의 시전 시간이 더 길지만 입히는 피해가 총 증가하고 (다른 수정치와 곱함)치료 효율이 향상되어 더 넓은 범위를 가집니다."
node	Skills.Skill_hh7pa3_30_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Font of Salvation"	"구원의 폰트"	"If you heal an allied player other than yourself that was below half prior to healing, Healing Hands restores them to full health and grants them ward equal to 80% of their max health.  This has no effect on you, nor on minions, nor players that have an effect that causes them to gain ward per second based on their missing health."	"만약 체력은 절반 이하인 아군 플레이어를 치료한다면 치유의 손은 그들의 체력을 다 채우고 최대 체력의 80%의 와드를 주어집니다.  당신에게 영향을 미치지 않고 미이언에도 영향을 미치지 않으며 손실된 체력에 따라 매초 와드 얻는 효과를 가진 플레이어에게도 영향을 미치지 않습니다."
node	Skills.Skill_hh7pa3_32_Name	hh7pa3	"Healing Hands"	"치유의 손"	"Skyfall"	"천막추락"	"While channelling Healing Hands you also call down a beam from the sky that deals fire damage over time to enemies around the target area and heals allies within its area of effect.  Healing Hands costs additional mana per second while channelling."	"치유의 손을 채널링 시 공중에 빛줄기 하나를 소환하여 대상 지역 주변의 적군에게 지속 화염 피해를 입히고 작용 범위 내의 아군을 치료합니다.  치유의 손을 채널링 기간에 매초 부가 마나를 소모합니다."
node	Skills.Skill_htsk5_0_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Heartseeker"	"심장을 찾는 자"	""	""
node	Skills.Skill_htsk5_1_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Bloodseeker"	"피추적활"	"You leech a portion of Heartseeker's damage and it has an additional chance to '{'Recurve'}'."	"'{'심장 추격활'}' 피해의 일부가 체력 흡수 로 전환되며 추가 '{'곡선'}' 확률이 있습니다."
node	Skills.Skill_htsk5_2_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Decimating Spike"	"살육화살촉"	"Heartseeker has additional critical strike chance and its critical strikes deal more damage."	"'{'심장 추격활'}'이 추가 치명타 확률을 획득하여 치명타 피해가 총 증가합니다."
node	Skills.Skill_htsk5_3_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Bonepiercer"	"뼈 피어싱활"	"Heartseeker deals more bow damage (multiplicative with other modifiers) after each recurve, up to a maximum."	"'{'심장 추격활'}' 매번 곡선 후 활의 피해가 상한까지 총 증가하여(다른 수정치와 곱하여 계산) 증가합니다."
node	Skills.Skill_htsk5_4_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Exposed"	"노출"	"Heartseeker's hits have a chance to apply frailty and shred enemy armor, but it no longer seeks new targets when the first target dies."	"'{'심장 추격활'}'로 타격 시 확률적으로 허약을 적용하고 적군의 방어력을 분해하지만 첫 번째 목표이 사망 후 더 이상 새로운 목표를 추적하지 않습니다."
node	Skills.Skill_htsk5_5_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Straight Through"	"침투 나오기"	"When Heartseeker's target dies, you shoot '{'Puncture'}' at a nearby enemy for each '{'Recurve'}' it would have triggered after the target died."	"'{'심장 추격활'}'의 목표가 사망 후 근처의 적군 한 명에게 '{'천공'}'을 시전하여 횟수가 원래 목표가 사망 후 일으킨 '{'곡선'}' 횟수와 같습니다."
node	Skills.Skill_htsk5_6_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Hidden Skewer"	"숨겨진 가시"	"Heartseeker has a chance on '{'Recurve'}' to grant you a '{'Dusk Shroud'}', up to a maximum every 2 seconds."	"'{'심장 추격활'}'이 '{'곡선'}'을 시전하면 획률적으로 '{'진홍 수의'}' 한 스택을 획득하며 2초마다 횟수 제한이 있습니다."
node	Skills.Skill_htsk5_7_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Gloom Needle"	"어두운 침"	"When you directly use Heartseeker and hit at least one enemy, it has a chance to consume one of your '{'Shadows'}' to use Heartseeker at the same target."	"'{'심장 추격활'}'을 직접 시전하여 적군을 타격 시 확률적으로 '{'그림자'}' 하나를 소모하고 같은 목표에 '{'심장 추격활'}'을 시전합니다."
node	Skills.Skill_htsk5_8_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Returning Darkness"	"어둠으로 돌아가기"	"After a Heartseeker arrow '{'Recurves'}' at least 3 times, it has a chance to leave a '{'Black Arrow'}' between you and the target enemy if the enemy is at least 6 meters away.  This effect can occur a limited number of times every 3 seconds."	"적군이 6미터 외에 있으면, '{'심장 추격 화살'}'의 화살 '{'곡선'}'이 최소 3회 이후 일정 확률로 자신과 대상 사이에 '{'검은 화살'}'을 남길 겁니다.  해당 효과는 3초마다 일정 횟수만큼만 발동할 수 있습니다."
node	Skills.Skill_htsk5_9_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Against All Odds"	"모든 난관을 극복하기"	"Heartseeker's hits cannot be dodged and it deals more damage (multiplicative with other modifiers)."	"'{'심장 추격활'}'을 회피 불가능하며 피해가 총 증가합니다(다른 수정치와 곱함)."
node	Skills.Skill_htsk5_10_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Controlled Icicle"	"통제된 고드름"	"Heartseeker's base physical damage is converted to cold and it now has a base freeze rate. Consequently this damage scales with increases to cold damage, but not increases to physical damage.  Bleed chance on hit from all sources is converted to frostbite chance for Heartseeker.  Swaps Heartseeker's '{'Physical'}' tag for a '{'Cold'}' tag."	"'{'심장 추격활'}'의 기본 물리 피해가 냉기 피해로 전환되며 물리 피해 보너스를 적용하지 않고 냉기 피해 보너스를 적용합니다. 또한 추가 기본 동결 확률도 획득합니다.  '{'심장 추격활'}'의 모든 내원의 타격 시 출혈 확률이 동상 확률로 전환됩니다.  '{'심장 추격활'}'의 '{'물리'}' 태그가 '{'냉기'}' 태그로 전환됩니다."
node	Skills.Skill_htsk5_11_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Icy Impaler"	"얼음 관통창"	"Heartseeker's hits have a higher chance to freeze and have a chance to chill enemies."	"'{'심장 추격활'}' 타격 시 확률적으로 적군을 오한을 적용하고 동결 확률이 증가합니다."
node	Skills.Skill_htsk5_12_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Frozen Splinter"	"얼어붙은 분열"	"Heartseeker penetrate additional cold resistance scaling with your cold overcapped resistance."	"'{'심장 추격활'}'은 추가  냉기 저항 관통을 획득하며 수치가 상한을 넘은 냉기 저항 보너스에 따라 합니다."
node	Skills.Skill_htsk5_13_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Molten Arrowstorm"	"용해 화살 폭풍"	"Heartseeker's base physical damage is converted to fire. Consequently this damage scales with increases to fire damage, but not increases to physical damage.   Bleed chance from all sources is converted to ignite chance.  Swaps Heartseeker's '{'Physical'}' tag for a '{'Fire'}' tag."	"'{'심장 추격활'}'의 기본 물리 피해가 화염 피해로 전환되며 물리 피해 보너스를 적용하지 않고 화염 피해 보너스를 적용합니다.   '{'심장 추격활'}'의 모든 내원의 출혈 확률이 점화 확률로 전환됩니다.  '{'심장 추격활'}'의 '{'물리'}' 태그가 '{'화염'}' 태그로 전환됩니다."
node	Skills.Skill_htsk5_14_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Blades of the Pyre"	"불타는 칼날"	"Heartseeker has a chance to grant you a '{'Burning Dagger'}' on '{'Recurve'}' consuming mana."	"'{'심장 추격활'}'은 '{'곡선'}'을 일으켜서 마나를 소모 시 확률적으로 '{'불타는 단검'}' 한 스택을 획득합니다."
node	Skills.Skill_htsk5_15_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Dragonfang"	"용의 이빨"	"Consecutive '{'Recurves'}' each grant a stack of '{'Dragonfang'}' for 10 seconds. Higher stacks can only be achieved by a higher amount of consecutive '{'Recurves'}', up to a maximum of 20."	"매번 연속 '{'곡선'}' 시 '{'용의 이빨'}' 한 스택을 획득하여 10초 동안 지속됩니다. 더 높은 스택는 여러 번 연속 '{'곡선'}'을 통해서만 획득할 수 있고 최대 20스택까지입니다."
node	Skills.Skill_htsk5_16_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Fury of the Hunt"	"사냥의 분노"	"Directly using Heartseeker and hitting at least one enemy grants you frenzy for a short duration.   This effect has a 10 second cooldown."	"'{'심장 추격활'}'을 직접 시전하여 적군을 타격 시 '{'광란'}'을 획득하고 잠깐 지속됩니다."
node	Skills.Skill_htsk5_17_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Heartdrain"	"하트드레인활"	"When directly used, Heartseeker arrows have a chance to grant mana and health on hit."	"직접 시전하는 '{'심장 추격활'}'을 타격 시 확률적으로 마나 및 체력을 회복합니다."
node	Skills.Skill_htsk5_18_Name	htsk5	"Heartseeker"	"심장을 찾는 자"	"Swift and Sure"	"날렵한 활 공격"	"Heartseeker has increased attack speed and costs less mana."	"'{'심장 추격활'}' 공격 속도가 증가하고 마나 소모가 총 감소합니다."
